1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
1	0	1	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	11	11	11
11	0	0	0	0	0	2	2	0	2	2	0	2	2	0	2	2	0	0	0	0	0	11	11	11
11	2	2	0	0	0	2	2	0	2	2	0	2	2	0	2	2	0	0	0	0	0	11	11	11
11	2	2	0	0	0	2	2	0	2	2	0	2	2	0	0	0	0	11	11	11	11	11	11	11
11	2	2	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	11
11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	11
11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	2	2	11
11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	2	11
11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	2	11
11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	2	11
11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	11
11	2	2	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	11
11	2	2	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	11	11
